reg_id,aspect,height_start_zone,height_stop_zone,destructive_size_tid,avalanche_trigger_tid,avalanche_tid,terrain_start_zone_tid,utm_zone_stop,utm_east_stop,utm_north_stop,dt_avalanche_time,snow_line,utm_east_start,utm_north_Start,valid_exposition,aval_cause_tid,fracture_height,fracture_width,trajectory,geo_hazard_tid,activity_influenced_tid,damage_extent_tid,forecast_accurate_tid,dt_end_time,incident_header,incident_ingress,incident_text,sensitive_text,incident_url,registration_url,usage_flag_tid,comment,metadata_id,metadata_uri,metadata_type,dt_obs_time,dt_reg_time,deleted_date,dt_change_time,utm_east_reg,utm_north_reg,lat,lng,time
9171,0.0,1080.0,1050.0,3.0,21.0,20.0,20.0,,136034.0,6803990.0,/Date(1362049200000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9171)/Registration,0.0,120m bredt 50 m langt,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9171),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9171),RegObsModel.AvalancheObs,/Date(1362047400000)/,/Date(1362081233460)/,,/Date(1362081233460)/,135517,6804039,61.198748781419894,8.209776560618963,2013-02-28 11:30:00.000
9533,0.0,950.0,860.0,3.0,21.0,20.0,20.0,,209434.0,6957725.0,/Date(1362227400000)/,,,,,,,,,10.0,111.0,30.0,3.0,,To personer utløste skred (middels) i ca 35 graders leheng,,"To personer utløste skred (middels) i ca 35 graders leheng i SØ og ble ført ca 40 og 80 meter nedover. Skredets utløsningsområde var ca i skoggrensa på rundt 950 moh. skredets lengde var ca 100 m og bredde på ca 50 m. Bruddkant str vites ikke. Ulykken ble meldt til politiet av personene.
Mistet utstyr og noen mekaniske skader på en person. kjørt til sykehus og skal etter forholdene være i god form",,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/Incident(9533)/IncidentURLs,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9533)/Registration,0.0,skredet gikk i ca 35 graders heng. Se info på HENDELSE,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9533),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9533),RegObsModel.AvalancheObs,/Date(1362227400000)/,/Date(1362346571020)/,,/Date(1362346571020)/,209455,6957831,62.63546233849964,9.329013696066989,2013-03-02 13:30:00.000
9534,0.0,950.0,900.0,2.0,21.0,20.0,10.0,,49537.0,6752529.0,/Date(1362313800000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9534)/Registration,0.0,"Flakskred skikjørerutløst av liten tilleggbelastning i nordøstlig helling. Nyladdet snø som gikk ned til det andre isskarelag, trolig med omdannet\kantkornet snø som glilag. ",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9534),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(9534),RegObsModel.AvalancheObs,/Date(1362313800000)/,/Date(1362346750800)/,,/Date(1362346750800)/,49537,6752529,60.65021628663358,6.746067276365039,2013-03-03 13:30:00.000
10155,0.0,450.0,400.0,2.0,21.0,20.0,20.0,,,,/Date(1362825000000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10155)/Registration,0.0,"Melding fra skiløper. Usikker på om det er løssnøskred eller flakskred, men antar av forholdene at det er et flakskred. 50 meter bredt, 150 meter langt. Ca. 30 graders helling.",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10155),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10155),RegObsModel.AvalancheObs,/Date(1362825900000)/,/Date(1362829724067)/,,/Date(1362829724067)/,508572,7631311,68.79313632760024,15.212337285693582,2013-03-09 11:30:00.000
10194,0.0,475.0,300.0,2.0,21.0,10.0,10.0,,634412.0,7731913.0,/Date(1362836700000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10194)/Registration,0.0,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10194),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10194),RegObsModel.AvalancheObs,/Date(1362837600000)/,/Date(1362861618167)/,,/Date(1362861618167)/,634444,7732103,69.66287912259982,18.467814426599972,2013-03-09 14:45:00.000
10233,0.0,0.0,0.0,1.0,21.0,20.0,10.0,,,,/Date(1362925800000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10233)/Registration,0.0,"Lite flakskred, skiløperutløst i tilknyttning til bekkedal. Henget stopper i lite fremspring. Ca. 30 cm løs snø gled på hardere skarelag under.",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10233),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10233),RegObsModel.AvalancheObs,/Date(1362925800000)/,/Date(1362945487707)/,,/Date(1362945487707)/,664714,7720576,69.5425884186095,19.225645473358103,2013-03-10 15:30:00.000
10323,0.0,0.0,0.0,0.0,21.0,0.0,0.0,,,,/Date(1363003200000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10323)/Registration,0.0,"Se lofotposten, eller lofot-tidene. 12 personer er involvert, 2 skadde. Vet ikke noe mer om skredet. ",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10323),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10323),RegObsModel.AvalancheObs,/Date(1363007820000)/,/Date(1363007994530)/,,/Date(1363007994530)/,418794,7536129,67.92817185738927,13.063232052703775,2013-03-11 13:00:00.000
10425,0.0,600.0,300.0,4.0,21.0,20.0,10.0,,,,/Date(1363003200000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10425)/Registration,0.0,Kjent skredløp ned i skogen. Se vedlagt bilde fra hjelmkamera (anonym snowboardkjører. ,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10425),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10425),RegObsModel.AvalancheObs,/Date(1363116180000)/,/Date(1363116245800)/,,/Date(1363116245800)/,601637,7591050,68.413844077871,17.47607113899946,2013-03-11 13:00:00.000
10676,0.0,820.0,650.0,3.0,21.0,20.0,10.0,,,,/Date(1363266000000)/,0.0,,,,,,,,10.0,113.0,30.0,3.0,,En person tatt av skred,En person i følge på tre begravd i skred. ,3 personer kjørte i brattheng.  Skred ble utløst tredje gang disse kjørte i samme området. Det var ikke andre som kjørte i området.  Side er opptil 40 grader. Alle brukte S/M. Vedkommende som ble begravd ble funnet med S/M. Person fikk kun lettere skader,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/Incident(10676)/IncidentURLs,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10676)/Registration,0.0,høyder er ca,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10676),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(10676),RegObsModel.AvalancheObs,/Date(1363262400000)/,/Date(1363285707610)/,,/Date(1363285707610)/,73086,6940154,62.34393551180196,6.739004493011841,2013-03-14 13:00:00.000
11025,0.0,0.0,0.0,2.0,21.0,20.0,10.0,,,,/Date(1363532400000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11025)/Registration,0.0,Fokksnølag på 10-15 cm skled ut. Skredet var ca. 10 m bredt og gikk 25-35 meter ned siden. Omtrentlig bratthet på 35 grader på det bratteste.,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11025),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11025),RegObsModel.AvalancheObs,/Date(1363532400000)/,/Date(1363543487220)/,,/Date(1363543487220)/,679144,7704955,69.3935717086925,19.564577821815853,2013-03-17 16:00:00.000
11032,0.0,400.0,200.0,3.0,21.0,20.0,20.0,,,,/Date(1363478400000)/,,,,,,,,,10.0,111.0,40.0,3.0,,"Langfjellaksla, kattfjordeidet",To i et følge på tre tatt av skred. En relativt uskadd delvis begravd. En helt begravet omkommet,Se media 17 og 18 mars ,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/Incident(11032)/IncidentURLs,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11032)/Registration,0.0,"Terrengfelle, traktform",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11032),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11032),RegObsModel.AvalancheObs,/Date(1363530600000)/,/Date(1363568378263)/,,/Date(1363568378263)/,636868,7730458,69.64690662756163,18.527744500654794,2013-03-17 01:00:00.000
11079,0.0,500.0,420.0,3.0,21.0,20.0,40.0,,532069.0,7601224.0,/Date(1363523400000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11079)/Registration,0.0,"There was a skier triggered avalanche in a relatively low angle coulior/renne feature on Middagstind.  Trigger point was a small convexity in the coulior, measured at a 25-28 degree angle triggering a small-medium sized R1D2 Hard Slab (HS) avalanche that propagated up into a wind slab above the North facing coulior.  Crown/Bruddkant  measured 30cm - 100cm deepest in the wind slab on the leeward side of the ridge above the low angle coulior.  Bed surface: Melt Freeze Crust.  Weak Layer:  Facets (persistent weak grain) .  Slab: 1F-4F Wind hardened new snow (+) 15cm - 120cm deep. 

*  One thing that is especially concerning in our snow pack is that the Facets are sitting on a Pencil to Knife hard melt freeze/rain crust.  This is producing the avalanches to release and run in relatively low angle terrain 25-30 Degrees and also propagating easily into surrounding steeper slopes. ",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11079),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11079),RegObsModel.AvalancheObs,/Date(1363523400000)/,/Date(1363605706490)/,,/Date(1363605706490)/,532123,7601019,68.5197526064063,15.786087797209206,2013-03-17 13:30:00.000
11198,0.0,400.0,390.0,2.0,21.0,20.0,40.0,,,,/Date(1363521600000)/,100.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11198)/Registration,0.0,Omtrent 10 m bredt. Stoppet etter ca 20 m.,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11198),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11198),RegObsModel.AvalancheObs,/Date(1363521600000)/,/Date(1363719969040)/,,/Date(1363719969040)/,9393,6519596,58.535053989373104,6.559086818542443,2013-03-17 13:00:00.000
11199,0.0,500.0,10.0,5.0,21.0,20.0,10.0,,488586.0,7583040.0,/Date(1363698000000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11199)/Registration,0.0,"200m bruddkant. Skredet gikk ned lagt på sletta. Kanskje hele 600m? Snødekket er ikke så tykt. Bruddkant på ca 0.5m, men det gikk langt ut på sletta mot Laupstad og jeg klassifiserer det derfor som svært stort. Se engen registrering i samme tidsrom for mer info.",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11199),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11199),RegObsModel.AvalancheObs,/Date(1363699800000)/,/Date(1363722165073)/,,/Date(1363722165073)/,488623,7583749,68.36647112850362,14.723474198752116,2013-03-19 14:00:00.000
11203,0.0,550.0,0.0,1.0,21.0,20.0,40.0,,684288.0,7672967.0,/Date(1363696500000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11203)/Registration,0.0,"Lite skiløperutløst flakskred, innblåst snø. Tykkelse ca 40 cm",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11203),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(11203),RegObsModel.AvalancheObs,/Date(1363696200000)/,/Date(1363732678013)/,,/Date(1363732678013)/,684293,7673020,69.1046230836003,19.633818392696536,2013-03-19 13:30:00.000
12662,0.0,1400.0,0.0,2.0,21.0,20.0,10.0,,684124.0,7674550.0,/Date(1364979300000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(12662)/Registration,0.0,"Lite skiløperutløst skred. Ingen skade. Mista skistav. Ble revet med noen meter. Overflatesnø som var vindpåvirket som løsna.
Har sett et middels stort skred i østvendt konvekst brattheng som har gått ila natta. Innblåst overflatesnø opp til halv m tykkelse. Høyde over havet ca 1300m. Kommet litt ny snø over etterpå.",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(12662),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(12662),RegObsModel.AvalancheObs,/Date(1364982840000)/,/Date(1364983272480)/,,/Date(1364983272480)/,684214,7671909,69.09474615087,19.629735411007346,2013-04-03 10:55:00.000
13071,0.0,1100.0,1100.0,2.0,21.0,20.0,10.0,,,,/Date(1365262560000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(13071)/Registration,0.0,Lite skiløperutløst skred i ca 35 grader bratt heng. Løsna sannsynligvis på overgangen mellom gammel snø og innblåst nysnø. God bruddforplantning. ca 10 - 20 cm bruddkant,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(13071),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(13071),RegObsModel.AvalancheObs,/Date(1365258720000)/,/Date(1365270001263)/,,/Date(1365270001263)/,68591,6823975,61.30671780254074,6.930695316770796,2013-04-06 16:32:00.000
14904,0.0,0.0,0.0,0.0,21.0,30.0,10.0,,,,/Date(1367078040000)/,,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(14904)/Registration,0.0,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(14904),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(14904),RegObsModel.AvalancheObs,/Date(1367078400000)/,/Date(1367102716170)/,,/Date(1367102716170)/,696861,7753617,69.81571972352941,20.117460344064696,2013-04-27 17:54:00.000
15502,0.0,400.0,250.0,3.0,21.0,10.0,10.0,,,,/Date(1367683200000)/,0.0,,,,,,,,,,,,,,,,,,http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(15502)/Registration,0.0,"Middels våtsnøskred(50+ meter bredt, 150 høydemeter) utløst av skiløper i bratt(40 grader) SØ vendt helling. Skiløper nummer to løste ut resten av henget ved kontrollert ""skicutting"". Ingen ble tatt i skredet. ",http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(15502),http://api.nve.no/hydrology/RegObs/v3.2.0/OData.svc/AvalancheObs(15502),RegObsModel.AvalancheObs,/Date(1367683260000)/,/Date(1367691912483)/,,/Date(1367691912483)/,663309,7726408,69.59561779904422,19.19998378321243,2013-05-04 18:00:00.000
