previous_warning_reg_id,danger_level_name,UtmZone,UtmEast,UtmNorth,author,avalanche_danger,emergency_warning,snow_surface,current_weak_layers,latest_avalanche_activity,LatestObservations,registartion_id,RegionId,region_name,region_type_id,region_type_name,danger_level,valid_from,valid_to,next_warning_time,publish_time,main_text,lang_key,reg_id,avalanche_problem_id,avalanche_ext_id,avalanche_ext_name,aval_cause_id,aval_cause_name,aval_probability_id,AvalProbabilityName,aval_trigger_simple_id,aval_trigger_simple_name,destructive_size_ext_id,destructive_size_ext_name,aval_propagation_id,aval_propagation_name,avalanche_type_id,avalanche_type_name,avalanche_problem_type_id,avalanche_problem_type_name,valid_expositions,exposed_heigth_1,ExposedHeight2,exposed_height_fill
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2014-03-15T00:00:00,2014-03-15T23:59:59,2014-03-15T17:00:00,2014-03-15T00:00:00,Ikke vurdert,1,29771,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2014-03-15T00:00:00,2014-03-15T23:59:59,2014-03-15T17:00:00,2014-03-15T00:00:00,Ikke vurdert,1,29773,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2014-03-18T00:00:00,2014-03-18T23:59:59,2014-03-17T17:00:00,2014-03-18T00:00:00,Ikke vurdert,1,30089,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3014,Lofoten og Vesterålen,10,A,0,2014-03-22T00:00:00,2014-03-22T23:59:59,2014-03-22T17:00:00,2014-03-22T00:00:00,Ikke vurdert,1,30713,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3014,Lofoten og Vesterålen,10,A,0,2014-03-23T00:00:00,2014-03-23T23:59:59,2014-03-22T17:00:00,2014-03-23T00:00:00,Ikke vurdert,1,30839,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2014-03-24T00:00:00,2014-03-24T23:59:59,2014-03-24T17:00:00,2014-03-24T00:00:00,Ikke vurdert,1,30897,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3015,Ofoten,10,A,0,2014-03-31T00:00:00,2014-03-31T23:59:59,2014-03-31T17:00:00,2014-03-31T00:00:00,Ikke vurdert,1,31789,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2014-03-26T00:00:00,2014-03-26T23:59:59,2014-03-26T17:00:00,2014-03-26T00:00:00,Ikke vurdert,1,31892,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2014-03-26T00:00:00,2014-03-26T23:59:59,2014-03-26T17:00:00,2014-03-26T00:00:00,Ikke vurdert,1,31895,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3013,Indre Troms,10,A,0,2014-04-04T00:00:00,2014-04-04T23:59:59,2014-04-04T17:00:00,2014-04-04T00:00:00,Ikke vurdert,1,32283,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3009,Nord-Troms,10,A,0,2014-04-17T00:00:00,2014-04-17T23:59:59,2014-04-16T17:00:00,2014-04-17T00:00:00,Ikke vurdert,1,33638,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2014-04-18T00:00:00,2014-04-18T23:59:59,2014-04-18T17:00:00,2014-04-18T00:00:00,Ikke vurdert,1,33818,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3028,Jotunheimen,10,A,0,2014-04-19T00:00:00,2014-04-19T23:59:59,2014-04-19T17:00:00,2014-04-19T00:00:00,Ikke vurdert,1,34006,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2014-05-01T00:00:00,2014-05-01T23:59:59,2014-04-30T17:00:00,2014-05-01T00:00:00,Ikke vurdert,1,34970,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3023,Romsdal,10,A,0,2014-05-01T00:00:00,2014-05-01T23:59:59,2014-04-30T17:00:00,2014-05-01T00:00:00,Ikke vurdert,1,35020,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2014-05-02T00:00:00,2014-05-02T23:59:59,2014-05-02T17:00:00,2014-05-02T00:00:00,Ikke vurdert,1,35134,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3028,Jotunheimen,10,A,0,2014-05-07T00:00:00,2014-05-07T23:59:59,2014-05-07T17:00:00,2014-05-07T00:00:00,Ikke vurdert,1,35476,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2014-05-09T00:00:00,2014-05-09T23:59:59,2014-05-09T17:00:00,2014-05-09T00:00:00,Ikke vurdert,1,35666,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2014-05-11T00:00:00,2014-05-11T23:59:59,2014-05-10T17:00:00,2014-05-11T00:00:00,Ikke vurdert,1,35858,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3009,Nord-Troms,10,A,0,2014-05-15T00:00:00,2014-05-15T23:59:59,2014-05-14T17:00:00,2014-05-15T00:00:00,Ikke vurdert,1,36109,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2014-12-20T00:00:00,2014-12-20T23:59:59,2014-12-20T17:00:00,2014-12-20T00:00:00,Ikke vurdert,1,42827,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2014-12-26T00:00:00,2014-12-26T23:59:59,2014-12-26T17:00:00,2014-12-26T00:00:00,Ikke vurdert,1,43426,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3013,Indre Troms,10,A,0,2014-12-29T00:00:00,2014-12-29T23:59:59,2014-12-29T17:00:00,2014-12-29T00:00:00,Ikke vurdert,1,43798,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2014-12-29T00:00:00,2014-12-29T23:59:59,2014-12-29T17:00:00,2014-12-29T00:00:00,Ikke vurdert,1,43926,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-01-03T00:00:00,2015-01-03T23:59:59,2015-01-03T17:00:00,2015-01-03T00:00:00,Ikke vurdert,1,44648,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3016,Salten,10,A,0,2015-01-10T00:00:00,2015-01-10T23:59:59,2015-01-10T17:00:00,2015-01-10T00:00:00,Ikke vurdert,1,45581,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3023,Romsdal,10,A,0,2015-01-18T00:00:00,2015-01-18T23:59:59,2015-01-17T17:00:00,2015-01-18T00:00:00,Ikke vurdert,1,46622,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2015-01-23T00:00:00,2015-01-23T23:59:59,2015-01-23T17:00:00,2015-01-23T00:00:00,Ikke vurdert,1,47790,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3034,Hardanger,10,A,0,2015-01-24T00:00:00,2015-01-24T23:59:59,2015-01-24T17:00:00,2015-01-24T00:00:00,Ikke vurdert,1,47899,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-01-25T00:00:00,2015-01-25T23:59:59,2015-01-24T17:00:00,2015-01-25T00:00:00,Ikke vurdert,1,48005,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2015-01-27T00:00:00,2015-01-27T23:59:59,2015-01-26T17:00:00,2015-01-27T00:00:00,Ikke vurdert,1,48241,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-01-29T00:00:00,2015-01-29T23:59:59,2015-01-28T17:00:00,2015-01-29T00:00:00,Ikke vurdert,1,48467,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-01-29T00:00:00,2015-01-29T23:59:59,2015-01-28T17:00:00,2015-01-29T00:00:00,Ikke vurdert,1,48509,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3016,Salten,10,A,0,2015-01-28T00:00:00,2015-01-28T23:59:59,2015-01-28T17:00:00,2015-01-28T00:00:00,Ikke vurdert,1,48605,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3007,Vest-Finnmark,10,A,0,2015-01-31T00:00:00,2015-01-31T23:59:59,2015-01-31T17:00:00,2015-01-31T00:00:00,Ikke vurdert,1,48734,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3011,Tromsø,10,A,0,2015-01-31T00:00:00,2015-01-31T23:59:59,2015-01-31T17:00:00,2015-01-31T00:00:00,Ikke vurdert,1,48776,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3032,Hallingdal,10,A,0,2015-02-01T00:00:00,2015-02-01T23:59:59,2015-01-31T17:00:00,2015-02-01T00:00:00,Ikke vurdert,1,48834,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3032,Hallingdal,10,A,0,2015-02-01T00:00:00,2015-02-01T23:59:59,2015-01-31T17:00:00,2015-02-01T00:00:00,Ikke vurdert,1,48882,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-02-08T00:00:00,2015-02-08T23:59:59,2015-02-07T17:00:00,2015-02-08T00:00:00,Ikke vurdert,1,50019,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-02-08T00:00:00,2015-02-08T23:59:59,2015-02-07T17:00:00,2015-02-08T00:00:00,Ikke vurdert,1,50031,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-02-08T00:00:00,2015-02-08T23:59:59,2015-02-07T17:00:00,2015-02-08T00:00:00,Ikke vurdert,1,50068,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3022,Trollheimen,10,A,0,2015-02-09T00:00:00,2015-02-09T23:59:59,2015-02-09T17:00:00,2015-02-09T00:00:00,Ikke vurdert,1,50209,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-02-07T00:00:00,2015-02-07T23:59:59,2015-02-07T17:00:00,2015-02-07T00:00:00,Ikke vurdert,1,50314,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2015-02-14T00:00:00,2015-02-14T23:59:59,2015-02-14T17:00:00,2015-02-14T00:00:00,Ikke vurdert,1,51593,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3024,Sunnmøre,10,A,0,2015-02-14T00:00:00,2015-02-14T23:59:59,2015-02-14T17:00:00,2015-02-14T00:00:00,Ikke vurdert,1,51594,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3034,Hardanger,10,A,0,2015-02-15T00:00:00,2015-02-15T23:59:59,2015-02-14T17:00:00,2015-02-15T00:00:00,Ikke vurdert,1,51710,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-02-16T00:00:00,2015-02-16T23:59:59,2015-02-16T17:00:00,2015-02-16T00:00:00,Ikke vurdert,1,51828,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-02-17T00:00:00,2015-02-17T23:59:59,2015-02-16T17:00:00,2015-02-17T00:00:00,Ikke vurdert,1,52298,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-02-17T00:00:00,2015-02-17T23:59:59,2015-02-16T17:00:00,2015-02-17T00:00:00,Ikke vurdert,1,52641,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3010,Lyngen,10,A,0,2015-02-17T00:00:00,2015-02-17T23:59:59,2015-02-16T17:00:00,2015-02-17T00:00:00,Ikke vurdert,1,53125,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3003,Nordenskiöld Land,10,A,0,2015-02-21T00:00:00,2015-02-21T23:59:59,2015-02-21T17:00:00,2015-02-21T00:00:00,Ikke vurdert,1,53138,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3032,Hallingdal,10,A,0,2015-02-25T00:00:00,2015-02-25T23:59:59,2015-02-25T17:00:00,2015-02-25T00:00:00,Ikke vurdert,1,53562,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3035,Vest-Telemark,10,A,0,2015-03-01T00:00:00,2015-03-01T23:59:59,2015-02-28T17:00:00,2015-03-01T00:00:00,Ikke vurdert,1,53971,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-03-05T00:00:00,2015-03-05T23:59:59,2015-03-04T17:00:00,2015-03-05T00:00:00,Ikke vurdert,1,55227,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,,,,,,,,0,3029,Indre Sogn,10,A,0,2015-03-05T00:00:00,2015-03-05T23:59:59,2015-03-04T17:00:00,2015-03-05T00:00:00,Ikke vurdert,1,55244,,,,,,,,,,,,,,,,,,,,,
